Price,Car,madeIn,status,carType,Km,carColor,carSeat,engine,gear,Wheeldrive
0.755,Hyundai Elantra Sport 1.6 AT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đỏ,5,Xăng	1.6 L,Số tự động,FWD - Dẫn động cầu trước
0.589,Suzuki XL7 1.5 AT - 2020,Nhập khẩu,Xe mới,SUV,0,Xanh,7,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
0.905,Hyundai Tucson 1.6 AT Turbo - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Đỏ,5,Xăng	1.6 L,Số tự động,FWD - Dẫn động cầu trước
1.325,Ford Everest Titanium 2.0L 4x4 AT - 2020,Nhập khẩu,Xe mới,SUV,0,Đen,7,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
1.125,Ford Everest Titanium 2.0L 4x2 AT - 2020,Nhập khẩu,Xe mới,SUV,0,Đen,7,Dầu	2.0 L,Số tự động,RFD - Dẫn động cầu sau
0.585,Ford Ranger XL 2.2L 4x4 MT - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Đen,5,Dầu	2.2 L,Số tay,4WD - Dẫn động 4 bánh
0.93,VinFast Lux A 2.0 Plus 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Bạc,5,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
1.028,Honda CRV G - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Đen,7,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
0.58,Hyundai Elantra 1.6 MT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đỏ,5,Xăng	1.6 L,Số tay,FWD - Dẫn động cầu trước
0.723,Hyundai Kona 1.6 Turbo - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Đỏ,5,Xăng	1.6 L,Số tự động,FWD - Dẫn động cầu trước
0.535,Hyundai Accent 1.4 ATH - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Nâu,5,Xăng	1.4 L,Số tự động,FWD - Dẫn động cầu trước
0.92,Nissan X trail 2.5 SV Luxury - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Nâu,7,Xăng	2.5 L,Số tự động,4WD - Dẫn động 4 bánh
0.905,Ford Ranger Wildtrak 2.0L 4x4 AT - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Cam,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
0.63,Ford Ranger XLS 2.2L 4x2 AT - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Cam,5,Dầu	2.2 L,Số tự động,RFD - Dẫn động cầu sau
4.038,Toyota Land Cruiser 4.6 V8 - 2020,Nhập khẩu,Xe mới,SUV,0,Trắng,8,Xăng	4.6 L,Số tự động,AWD - 4 bánh toàn thời gian
0.606,Ford EcoSport Titanium 1.5 AT - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Xám,5,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
2.829,Mercedes Benz E class E300 AMG - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đỏ,5,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
1.199,Ford Ranger Raptor 2.0L 4x4 AT - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Xám,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
1.182,Hyundai SantaFe Premium 2.2L HTRAC - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Đen,7,Dầu	2.2 L,Số tự động,AWD - 4 bánh toàn thời gian
1.164,Hyundai SantaFe Premium 2.4L HTRAC - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Trắng,7,Xăng	2.4 L,Số tự động,AWD - 4 bánh toàn thời gian
0.519,Suzuki Swift GLX 1.2 AT - 2020,Nhập khẩu,Xe mới,Hatchback,0,Trắng,5,Xăng	1.2 L,Số tự động,FWD - Dẫn động cầu trước
0.598,Ford Ranger XL 2.2L 4x4 MT - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Trắng,5,Dầu	2.2 L,Số tay,4WD - Dẫn động 4 bánh
0.517,Suzuki Ertiga Sport 1.5 AT - 2020,Nhập khẩu,Xe mới,SUV,0,Trắng,7,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
6.899,BMW X7 xDrive40i - 2020,Nhập khẩu,Xe đã dùng,SUV,0,Đen,7,Xăng	3.0 L,Số tự động,AWD - 4 bánh toàn thời gian
0.84,Ford Ranger Wildtrak 2.0L 4x4 AT - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Bạc,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
0.624,Hyundai Kona 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Xanh,5,Xăng	2.0 L,Số tự động,FWD - Dẫn động cầu trước
0.684,Hyundai Elantra 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đen,5,Xăng	2.0 L,Số tự động,FWD - Dẫn động cầu trước
1.038,Honda CRV L - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Xanh,7,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
2.85,Mercedes Benz E class E300 AMG - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đen,5,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
0.889,Ford Tourneo Trend 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,Van/Minivan,0,Trắng,7,Xăng	2.0 L,Số tự động,FWD - Dẫn động cầu trước
0.382,VinFast Fadil 1.4 AT - 2020,Lắp ráp trong nước,Xe mới,Hatchback,0,Đỏ,5,Xăng	1.4 L,Số tự động,FWD - Dẫn động cầu trước
0.945,Mitsubishi Outlander 2.0 CVT Premium - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Đỏ,7,Xăng	2.0 L,Số tự động,FWD - Dẫn động cầu trước
0.905,Hyundai Tucson 1.6 AT Turbo - 2020,Lắp ráp trong nước,Xe đã dùng,Crossover,7,Trắng,5,Xăng	1.6 L,Số tự động,FWD - Dẫn động cầu trước
0.638,Hyundai Elantra 1.6 AT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Trắng,5,Xăng	1.6 L,Số tự động,FWD - Dẫn động cầu trước
0.399,Kia Soluto 1.4 MT Deluxe - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Bạc,5,Xăng	1.4 L,Số tay,FWD - Dẫn động cầu trước
0.324,Hyundai i10 Grand 1.2 MT Base - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Bạc,5,Xăng	1.25 L,Số tay,FWD - Dẫn động cầu trước
6.0,Mercedes Benz GLS 450 4Matic - 2020,Nhập khẩu,Xe mới,SUV,0,Trắng,7,Xăng	3.0 L,Số tự động,AWD - 4 bánh toàn thời gian
0.555,Suzuki Ertiga Limited 1.5 AT - 2020,Nhập khẩu,Xe mới,SUV,0,Xanh,7,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
0.499,Suzuki Ciaz 1.4 AT - 2020,Nhập khẩu,Xe mới,Sedan,0,Trắng,5,Xăng	1.4 L,Số tự động,FWD - Dẫn động cầu trước
1.178,Hyundai SantaFe 2.2L HTRAC - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Trắng,7,Dầu	2.2 L,Số tự động,AWD - 4 bánh toàn thời gian
0.829,Mazda CX5 2.0 Deluxe - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Đen,5,Xăng	2.0 L,Số tự động,FWD - Dẫn động cầu trước
0.888,Ford Ranger Wildtrak 2.0L 4x4 AT - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Trắng,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
0.865,Toyota Innova 2.0G - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Bạc,8,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
0.741,Toyota Innova 2.0E - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Đồng,8,Xăng	2.0 L,Số tay,RFD - Dẫn động cầu sau
2.039,Mercedes Benz GLC 200 4Matic - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Cam,5,Xăng	2.0 L,Số tự động,AWD - 4 bánh toàn thời gian
0.736,Hyundai Kona 1.6 Turbo - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Đỏ,5,Xăng	1.6 L,Số tự động,FWD - Dẫn động cầu trước
2.92,Mercedes Benz E class E300 AMG - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Trắng,5,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
0.686,Hyundai Kona 2.0 ATH - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Nâu,5,Xăng	2.0 L,Số tự động,FWD - Dẫn động cầu trước
5.8,Lexus GX 460 - 2020,Nhập khẩu,Xe mới,SUV,0,Đen,7,Xăng	4.6 L,Số tự động,AWD - 4 bánh toàn thời gian
1.64,Mercedes Benz C class C300 AMG - 2020,Lắp ráp trong nước,Xe đã dùng,Sedan,9,Đen,5,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
2.35,Mercedes Benz GLC 300 4Matic - 2020,Lắp ráp trong nước,Xe đã dùng,SUV,6,Xanh,5,Xăng	2.0 L,Số tự động,AWD - 4 bánh toàn thời gian
1.62,Mercedes Benz C class C200 Exclusive - 2020,Lắp ráp trong nước,Xe đã dùng,Sedan,2,Đen,5,Hybrid	1.5 L,Số tự động,RFD - Dẫn động cầu sau
1.119,Hyundai SantaFe 2.4L HTRAC - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Nâu,7,Xăng	2.4 L,Số tự động,AWD - 4 bánh toàn thời gian
2.039,Mercedes Benz GLC 200 4Matic - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Xanh,5,Xăng	2.0 L,Số tự động,AWD - 4 bánh toàn thời gian
1.112,Ford Everest Trend 2.0L 4x2 AT - 2020,Nhập khẩu,Xe mới,SUV,0,Đen,7,Dầu	2.0 L,Số tự động,RFD - Dẫn động cầu sau
1.121,Ford Everest Titanium 2.0L 4x2 AT - 2020,Nhập khẩu,Xe mới,SUV,0,Vàng,7,Dầu	2.0 L,Số tự động,RFD - Dẫn động cầu sau
0.91,Nissan X trail 2.5 SV Luxury - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Trắng,7,Xăng	2.5 L,Số tự động,4WD - Dẫn động 4 bánh
1.309,Ford Everest Titanium 2.0L 4x4 AT - 2020,Nhập khẩu,Xe mới,SUV,0,Trắng,7,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
1.109,Ford Everest Titanium 2.0L 4x2 AT - 2020,Nhập khẩu,Xe mới,SUV,0,Bạc,7,Dầu	2.0 L,Số tự động,RFD - Dẫn động cầu sau
0.383,Hyundai i10 Grand 1.2 AT - 2020,Lắp ráp trong nước,Xe mới,Hatchback,0,Trắng,5,Xăng	1.25 L,Số tự động,FWD - Dẫn động cầu trước
6.289,BMW 7 Series 740Li - 2020,Nhập khẩu,Xe mới,Sedan,0,Đen,5,Xăng	3.0 L,Số tự động,RFD - Dẫn động cầu sau
0.55,Mitsubishi Xpander 1.5 MT - 2020,Nhập khẩu,Xe mới,SUV,0,Bạc,7,Xăng	1.5 L,Số tay,FWD - Dẫn động cầu trước
0.655,Toyota Hilux 2.4L 4x2 AT - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Trắng,5,Dầu	2.4 L,Số tự động,RFD - Dẫn động cầu sau
1.069,Peugeot 3008 Allure 1.6 AT - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Xanh,5,Xăng	1.6 L,Số tự động,FWD - Dẫn động cầu trước
1.131,VinFast Lux A 2.0 Premium 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đỏ,5,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
1.158,Ford Ranger Raptor 2.0L 4x4 AT - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Xanh,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
1.146,VinFast Lux A 2.0 Premium 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Trắng,5,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
6.116,BMW X7 xDrive40i M Sport - 2020,Nhập khẩu,Xe mới,SUV,0,Trắng,7,Xăng	3.0 L,Số tự động,AWD - 4 bánh toàn thời gian
0.859,Mazda CX5 2.0 Luxury - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Ghi,5,Xăng	2.0 L,Số tự động,FWD - Dẫn động cầu trước
0.555,Suzuki XL7 1.5 AT - 2020,Nhập khẩu,Xe mới,SUV,0,Trắng,7,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
1.235,Hyundai SantaFe Premium 2.2L HTRAC - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Đỏ,7,Dầu	2.2 L,Số tự động,AWD - 4 bánh toàn thời gian
0.922,VinFast Lux A 2.0 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đỏ,5,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
0.606,Toyota Rush 1.5S AT - 2020,Nhập khẩu,Xe mới,SUV,0,Đen,7,Xăng	1.5 L,Số tự động,RFD - Dẫn động cầu sau
0.91,Toyota Corolla Cross 1.8HV - 2020,Nhập khẩu,Xe mới,SUV,0,Đỏ,5,Hybrid	1.8 L,Số tự động,FWD - Dẫn động cầu trước
0.549,Suzuki XL7 1.5 AT - 2020,Nhập khẩu,Xe mới,SUV,0,Xám,7,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
1.055,VinFast Lux A 2.0 Premium 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Trắng,5,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
0.563,Ford EcoSport Trend 1.5 AT - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Trắng,5,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
0.951,Hyundai SantaFe 2.4L - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Trắng,7,Xăng	2.4 L,Số tự động,FWD - Dẫn động cầu trước
0.426,Hyundai Accent 1.4 MT Base - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Bạc,5,Xăng	1.4 L,Số tay,FWD - Dẫn động cầu trước
0.843,Ford Ranger Wildtrak 2.0L 4x4 AT - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Cam,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
0.861,Hyundai Tucson 2.0 ATH - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Kem,5,Xăng	2.0 L,Số tự động,FWD - Dẫn động cầu trước
0.679,Hyundai Kona 2.0 ATH - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Xanh,5,Xăng	2.0 L,Số tự động,FWD - Dẫn động cầu trước
0.435,Honda Brio RS - 2020,Nhập khẩu,Xe mới,Hatchback,0,Đỏ,5,Xăng	1.2 L,Số tự động,FWD - Dẫn động cầu trước
0.324,Hyundai i10 Grand 1.2 MT Base - 2020,Lắp ráp trong nước,Xe mới,Hatchback,0,Trắng,5,Xăng	1.25 L,Số tay,FWD - Dẫn động cầu trước
1.099,Peugeot 5008 Active 1.6 AT - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Đỏ,7,Xăng,Số tự động,FWD - Dẫn động cầu trước
1.339,Mercedes Benz C class C180 - 2020,Lắp ráp trong nước,Xe đã dùng,Sedan,3,Đen,5,Hybrid	1.5 L,Số tự động,RFD - Dẫn động cầu sau
1.18,VinFast Lux SA 2.0 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Trắng,7,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
0.589,Suzuki XL7 1.5 AT - 2020,Nhập khẩu,Xe mới,SUV,0,Đỏ,7,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
1.21,Toyota Camry 2.5Q - 2020,Nhập khẩu,Xe mới,Sedan,0,Đen,5,Xăng	2.5 L,Số tự động,FWD - Dẫn động cầu trước
0.716,Toyota Corolla altis 1.8E AT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đen,5,Xăng	1.8 L,Số tự động,FWD - Dẫn động cầu trước
0.979,Peugeot 3008 Active 1.6 AT - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Trắng,5,Xăng	1.6 L,Số tự động,FWD - Dẫn động cầu trước
0.909,Mazda 6 Premium 2.5 AT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Bạc,5,Xăng	2.5 L,Số tự động,FWD - Dẫn động cầu trước
0.356,VinFast Fadil 1.4 AT - 2020,Lắp ráp trong nước,Xe mới,Hatchback,0,Trắng,5,Xăng	1.4 L,Số tự động,FWD - Dẫn động cầu trước
0.85,Ford Ranger Wildtrak 2.0L 4x4 AT - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Xám,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
0.639,Kia Cerato 1.6 AT Luxury - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Xanh,5,Xăng	1.6 L,Số tự động,FWD - Dẫn động cầu trước
0.624,Hyundai Kona 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Đỏ,5,Xăng	2.0 L,Số tự động,FWD - Dẫn động cầu trước
0.999,Ford Everest Trend 2.0L 4x2 AT - 2020,Nhập khẩu,Xe mới,SUV,0,Ghi,7,Dầu	2.0 L,Số tự động,RFD - Dẫn động cầu sau
1.288,Subaru Forester 2.0i-S EyeSight - 2020,Nhập khẩu,Xe mới,SUV,0,Nâu,5,Xăng	2.0 L,Số tự động,AWD - 4 bánh toàn thời gian
0.858,VinFast Lux A 2.0 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Trắng,5,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
0.479,Mazda 2 Deluxe - 2020,Nhập khẩu,Xe mới,Sedan,0,Trắng,5,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
0.847,Toyota Innova 2.0G - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Nâu,8,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
0.282,Suzuki Super Carry Truck 1.0 MT - 2020,Lắp ráp trong nước,Xe mới,Truck,0,Trắng,2,Xăng	1.0 L,Số tay,RFD - Dẫn động cầu sau
0.848,VinFast Lux A 2.0 Plus 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Xanh,5,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
1.359,Kia Sedona 3.3 GAT Premium - 2020,Lắp ráp trong nước,Xe mới,Van/Minivan,0,Bạc,7,Xăng	3.3 L,Số tự động,FWD - Dẫn động cầu trước
0.624,Kia Cerato 1.6 AT Luxury - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đỏ,5,Xăng	1.6 L,Số tự động,FWD - Dẫn động cầu trước
0.629,Ford Ranger XLS 2.2L 4x2 AT - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Đen,5,Dầu	2.2 L,Số tự động,RFD - Dẫn động cầu sau
0.919,Kia Optima 2.4 AT Premium - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đen,5,Xăng	2.4 L,Số tự động,FWD - Dẫn động cầu trước
0.715,Ford Transit SVP - 2020,Lắp ráp trong nước,Xe mới,Van/Minivan,0,Đen,16,Dầu	2.4 L,Số tay,RFD - Dẫn động cầu sau
1.133,Hyundai SantaFe Premium 2.4L HTRAC - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Đen,7,Xăng	2.4 L,Số tự động,AWD - 4 bánh toàn thời gian
0.55,Toyota Vios 1.5G - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đỏ,5,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
1.929,Mercedes Benz C class C300 AMG - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đỏ,5,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
0.75,Nissan Navara VL 2.5 AT 4WD - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Xanh,5,Dầu	2.5 L,Số tự động,4WD - Dẫn động 4 bánh
0.63,Nissan Navara EL A-IVI 2.5 AT 2WD - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Trắng,5,Dầu	2.5 L,Số tự động,RFD - Dẫn động cầu sau
0.63,Nissan Navara EL Premium Z - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Xanh,5,Dầu	2.5 L,Số tự động,RFD - Dẫn động cầu sau
9.9,Lexus LX 570 Super Sport - 2020,Nhập khẩu,Xe đã dùng,SUV,50,Đen,7,Xăng	5.7 L,Số tự động,AWD - 4 bánh toàn thời gian
4.68,Mercedes Benz S class S450L Luxury - 2020,Lắp ráp trong nước,Xe đã dùng,Sedan,50,Trắng,5,Xăng	3.0 L,Số tự động,RFD - Dẫn động cầu sau
0.784,Nissan Navara VL 2.5 AT 4WD - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Cam,5,Dầu	2.5 L,Số tự động,4WD - Dẫn động 4 bánh
1.16,Hyundai SantaFe 2.2L HTRAC - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Đen,7,Dầu	2.2 L,Số tự động,AWD - 4 bánh toàn thời gian
0.527,Mitsubishi Xpander 1.5 MT - 2020,Nhập khẩu,Xe mới,SUV,0,Trắng,7,Xăng	1.5 L,Số tay,FWD - Dẫn động cầu trước
0.399,Kia Soluto 1.4 MT Deluxe - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Ghi,5,Xăng	1.4 L,Số tay,FWD - Dẫn động cầu trước
0.758,Mazda 3 1.5L Premium - 2020,Lắp ráp trong nước,Xe đã dùng,Sedan,12,Đỏ,5,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
0.695,Volkswagen Polo 1.6 AT - 2020,Nhập khẩu,Xe mới,Hatchback,0,Bạc,5,Xăng	1.6 L,Số tự động,FWD - Dẫn động cầu trước
0.72,Hyundai Kona 1.6 Turbo - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Xanh,5,Xăng	1.6 L,Số tự động,FWD - Dẫn động cầu trước
1.304,Ford Everest Titanium 2.0L 4x4 AT - 2020,Nhập khẩu,Xe mới,SUV,0,Trắng,7,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
0.665,Toyota Hilux 2.4L 4x2 AT - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Cam,5,Dầu	2.4 L,Số tự động,RFD - Dẫn động cầu sau
0.74,Ford Ranger Limited 2.0L 4x4 AT - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Trắng,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
1.165,Hyundai SantaFe Premium 2.4L HTRAC - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Xanh,7,Xăng	2.4 L,Số tự động,AWD - 4 bánh toàn thời gian
0.749,Mazda BT50 Premium 3.2L 4x4 AT - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Trắng,5,Dầu	3.2 L,Số tự động,4WD - Dẫn động 4 bánh
0.542,Hyundai Accent 1.4 ATH - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Trắng,5,Xăng	1.4 L,Số tự động,FWD - Dẫn động cầu trước
1.3,Ford Everest Titanium 2.0L 4x4 AT - 2020,Nhập khẩu,Xe mới,SUV,0,Bạc,7,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
0.63,Mitsubishi Xpander 1.5 AT - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Bạc,7,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
1.639,Mercedes Benz C class C200 Exclusive - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Xanh,5,Hybrid	1.5 L,Số tự động,RFD - Dẫn động cầu sau
0.906,Hyundai Tucson 1.6 AT Turbo - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Đỏ,5,Xăng	1.6 L,Số tự động,FWD - Dẫn động cầu trước
4.8,Mercedes Benz S class S450L Luxury - 2020,Lắp ráp trong nước,Xe đã dùng,Sedan,40,Trắng,5,Xăng	3.0 L,Số tự động,RFD - Dẫn động cầu sau
0.63,Mitsubishi Triton 4x2 AT Mivec - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Xám,5,Dầu	2.4 L,Số tự động,RFD - Dẫn động cầu sau
8.59,Lexus LX 570 Super Sport - 2020,Nhập khẩu,Xe mới,SUV,0,Đen,7,Xăng	5.7 L,Số tự động,AWD - 4 bánh toàn thời gian
0.397,Hyundai i10 Grand 1.2 AT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Trắng,5,Xăng	1.25 L,Số tự động,FWD - Dẫn động cầu trước
1.28,VinFast Lux SA 2.0 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Đen,7,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
0.922,Hyundai Tucson 1.6 AT Turbo - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Trắng,5,Xăng	1.6 L,Số tự động,FWD - Dẫn động cầu trước
0.36,VinFast Fadil 1.4 AT - 2020,Lắp ráp trong nước,Xe mới,Hatchback,0,Đỏ,5,Xăng	1.4 L,Số tự động,FWD - Dẫn động cầu trước
0.505,Toyota Vios 1.5E CVT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đỏ,5,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
4.68,Mercedes Benz S class S450L Luxury - 2020,Lắp ráp trong nước,Xe đã dùng,Sedan,2,Trắng,5,Xăng	3.0 L,Số tự động,RFD - Dẫn động cầu sau
1.169,Mazda CX8 Premium - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Trắng,7,Xăng	2.5 L,Số tự động,FWD - Dẫn động cầu trước
0.962,Hyundai SantaFe 2.4L - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Trắng,7,Xăng	2.4 L,Số tự động,FWD - Dẫn động cầu trước
0.858,VinFast Lux A 2.0 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đỏ,5,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
0.629,Kia Cerato 1.6 AT Luxury - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đỏ,5,Xăng	1.6 L,Số tự động,FWD - Dẫn động cầu trước
1.093,Honda CRV L - 2020,Nhập khẩu,Xe mới,SUV,0,Trắng,7,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
0.968,Hyundai SantaFe 2.4L - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Trắng,7,Xăng	2.4 L,Số tự động,FWD - Dẫn động cầu trước
0.682,Toyota Hilux 2.4L 4x2 AT - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Trắng,5,Dầu	2.4 L,Số tự động,RFD - Dẫn động cầu sau
0.599,Honda City 1.5TOP - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đen,5,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
1.159,Mazda CX8 Premium - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Đen,7,Xăng	2.5 L,Số tự động,FWD - Dẫn động cầu trước
0.855,VinFast Lux A 2.0 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Cam,5,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
